,Zipcode,period_end,inventory
2083,98118,2019-05-31,122.0
2084,98118,2019-06-30,124.0
2085,98118,2019-07-31,118.0
2086,98118,2019-08-31,114.0
2087,98118,2019-09-30,98.0
2088,98118,2019-10-31,79.0
2089,98118,2019-11-30,76.0
2090,98118,2019-12-31,48.0
2091,98118,2020-01-31,57.0
2092,98118,2020-02-29,52.0
2093,98118,2020-03-31,69.0
2094,98118,2020-04-30,74.0
2095,98118,2020-05-31,70.0
2096,98118,2020-06-30,67.0
2097,98118,2020-07-31,76.0
2098,98118,2020-08-31,87.0
2099,98118,2020-09-30,79.0
2100,98118,2020-10-31,86.0
2101,98118,2020-11-30,88.0
2102,98118,2020-12-31,71.0
2103,98118,2021-01-31,54.0
2104,98118,2021-02-28,53.0
2105,98118,2021-03-31,51.0
2106,98118,2021-04-30,53.0
2107,98118,2021-05-31,71.0
2108,98118,2021-06-30,67.0
2109,98118,2021-07-31,94.0
2110,98118,2021-08-31,83.0
2111,98118,2021-09-30,81.0
2112,98118,2021-10-31,63.0
2113,98118,2021-11-30,41.0
2114,98118,2021-12-31,21.0
2115,98118,2022-01-31,20.0
2116,98118,2022-02-28,20.0
2117,98118,2022-03-31,30.0
2118,98118,2022-04-30,36.0
2119,98118,2022-05-31,52.0
2120,98118,2022-06-30,84.0
2121,98118,2022-07-31,79.0
2122,98118,2022-08-31,76.0
2123,98118,2022-09-30,81.0
2124,98118,2022-10-31,87.0
2125,98118,2022-11-30,77.0
2126,98118,2022-12-31,62.0
2211,98119,2018-01-31,17.0
2212,98119,2018-02-28,22.0
2213,98119,2018-03-31,29.0
2214,98119,2018-04-30,28.0
2215,98119,2018-05-31,30.0
2216,98119,2018-06-30,50.0
2217,98119,2018-07-31,73.0
2218,98119,2018-08-31,70.0
2219,98119,2018-09-30,107.0
2220,98119,2018-10-31,88.0
2221,98119,2018-11-30,82.0
2222,98119,2018-12-31,61.0
2223,98119,2019-01-31,64.0
2224,98119,2019-02-28,64.0
2225,98119,2019-03-31,71.0
2226,98119,2019-04-30,74.0
2227,98119,2019-05-31,99.0
2228,98119,2019-06-30,95.0
2229,98119,2019-07-31,82.0
2230,98119,2019-08-31,72.0
2231,98119,2019-09-30,81.0
2232,98119,2019-10-31,84.0
2233,98119,2019-11-30,68.0
2234,98119,2019-12-31,37.0
2235,98119,2020-01-31,31.0
2236,98119,2020-02-29,38.0
2237,98119,2020-03-31,52.0
2238,98119,2020-04-30,52.0
2239,98119,2020-05-31,65.0
2240,98119,2020-06-30,63.0
2241,98119,2020-07-31,72.0
2242,98119,2020-08-31,89.0
2243,98119,2020-09-30,102.0
2244,98119,2020-10-31,94.0
2245,98119,2020-11-30,73.0
2246,98119,2020-12-31,57.0
2247,98119,2021-01-31,55.0
2248,98119,2021-02-28,50.0
2249,98119,2021-03-31,40.0
2250,98119,2021-04-30,53.0
2251,98119,2021-05-31,53.0
2252,98119,2021-06-30,54.0
2253,98119,2021-07-31,59.0
2254,98119,2021-08-31,51.0
2255,98119,2021-09-30,45.0
2256,98119,2021-10-31,47.0
2257,98119,2021-11-30,35.0
2258,98119,2021-12-31,20.0
2259,98119,2022-01-31,13.0
2260,98119,2022-02-28,16.0
2261,98119,2022-03-31,21.0
2262,98119,2022-04-30,25.0
2263,98119,2022-05-31,42.0
2264,98119,2022-06-30,63.0
2265,98119,2022-07-31,55.0
2266,98119,2022-08-31,52.0
2267,98119,2022-09-30,69.0
2268,98119,2022-10-31,56.0
2269,98119,2022-11-30,39.0
2270,98119,2022-12-31,26.0
2355,98121,2018-01-31,20.0
2356,98121,2018-02-28,15.0
2357,98121,2018-03-31,20.0
2358,98121,2018-04-30,32.0
2359,98121,2018-05-31,52.0
2360,98121,2018-06-30,81.0
2361,98121,2018-07-31,78.0
2362,98121,2018-08-31,105.0
2363,98121,2018-09-30,102.0
2364,98121,2018-10-31,132.0
2365,98121,2018-11-30,107.0
2366,98121,2018-12-31,83.0
2367,98121,2019-01-31,87.0
2368,98121,2019-02-28,84.0
2369,98121,2019-03-31,99.0
2370,98121,2019-04-30,96.0
2371,98121,2019-05-31,108.0
2372,98121,2019-06-30,102.0
2373,98121,2019-07-31,99.0
2374,98121,2019-08-31,95.0
2375,98121,2019-09-30,84.0
2376,98121,2019-10-31,95.0
2377,98121,2019-11-30,69.0
2378,98121,2019-12-31,48.0
2379,98121,2020-01-31,51.0
2380,98121,2020-02-29,48.0
2381,98121,2020-03-31,64.0
2382,98121,2020-04-30,67.0
2383,98121,2020-05-31,78.0
2384,98121,2020-06-30,97.0
2385,98121,2020-07-31,133.0
2386,98121,2020-08-31,166.0
2387,98121,2020-09-30,167.0
2388,98121,2020-10-31,160.0
2389,98121,2020-11-30,134.0
2390,98121,2020-12-31,104.0
2391,98121,2021-01-31,98.0
2392,98121,2021-02-28,102.0
2393,98121,2021-03-31,97.0
2394,98121,2021-04-30,81.0
2395,98121,2021-05-31,75.0
2396,98121,2021-06-30,78.0
2397,98121,2021-07-31,79.0
2398,98121,2021-08-31,65.0
2399,98121,2021-09-30,62.0
2400,98121,2021-10-31,62.0
2401,98121,2021-11-30,57.0
2402,98121,2021-12-31,44.0
2403,98121,2022-01-31,26.0
2404,98121,2022-02-28,33.0
2405,98121,2022-03-31,55.0
2406,98121,2022-04-30,62.0
2407,98121,2022-05-31,75.0
2408,98121,2022-06-30,102.0
2409,98121,2022-07-31,122.0
2410,98121,2022-08-31,103.0
2411,98121,2022-09-30,97.0
2412,98121,2022-10-31,93.0
2413,98121,2022-11-30,81.0
2414,98121,2022-12-31,55.0
2499,98122,2018-01-31,19.0
2500,98122,2018-02-28,12.0
2501,98122,2018-03-31,18.0
2502,98122,2018-04-30,31.0
2503,98122,2018-05-31,36.0
2504,98122,2018-06-30,49.0
2505,98122,2018-07-31,69.0
2506,98122,2018-08-31,65.0
2507,98122,2018-09-30,100.0
2508,98122,2018-10-31,85.0
2509,98122,2018-11-30,66.0
2510,98122,2018-12-31,47.0
2511,98122,2019-01-31,56.0
2512,98122,2019-02-28,59.0
2513,98122,2019-03-31,71.0
2514,98122,2019-04-30,85.0
2515,98122,2019-05-31,98.0
2516,98122,2019-06-30,102.0
2517,98122,2019-07-31,89.0
2518,98122,2019-08-31,84.0
2519,98122,2019-09-30,86.0
2520,98122,2019-10-31,81.0
2521,98122,2019-11-30,54.0
2522,98122,2019-12-31,34.0
2523,98122,2020-01-31,33.0
2524,98122,2020-02-29,50.0
2525,98122,2020-03-31,54.0
2526,98122,2020-04-30,54.0
2527,98122,2020-05-31,67.0
2528,98122,2020-06-30,65.0
2529,98122,2020-07-31,84.0
2530,98122,2020-08-31,114.0
2531,98122,2020-09-30,132.0
2532,98122,2020-10-31,120.0
2533,98122,2020-11-30,99.0
2534,98122,2020-12-31,73.0
2535,98122,2021-01-31,67.0
2536,98122,2021-02-28,67.0
2537,98122,2021-03-31,64.0
2538,98122,2021-04-30,83.0
2539,98122,2021-05-31,83.0
2540,98122,2021-06-30,96.0
2541,98122,2021-07-31,92.0
2542,98122,2021-08-31,72.0
2543,98122,2021-09-30,79.0
2544,98122,2021-10-31,82.0
2545,98122,2021-11-30,53.0
2546,98122,2021-12-31,32.0
2547,98122,2022-01-31,29.0
2548,98122,2022-02-28,36.0
2549,98122,2022-03-31,38.0
2550,98122,2022-04-30,44.0
2551,98122,2022-05-31,56.0
2552,98122,2022-06-30,73.0
2553,98122,2022-07-31,90.0
2554,98122,2022-08-31,86.0
2555,98122,2022-09-30,99.0
2556,98122,2022-10-31,87.0
2557,98122,2022-11-30,76.0
2558,98122,2022-12-31,57.0
2643,98125,2018-01-31,19.0
2644,98125,2018-02-28,19.0
2645,98125,2018-03-31,20.0
2646,98125,2018-04-30,23.0
2647,98125,2018-05-31,31.0
2648,98125,2018-06-30,59.0
2649,98125,2018-07-31,50.0
2650,98125,2018-08-31,55.0
2651,98125,2018-09-30,77.0
2652,98125,2018-10-31,78.0
2653,98125,2018-11-30,63.0
2654,98125,2018-12-31,47.0
2655,98125,2019-01-31,37.0
2656,98125,2019-02-28,36.0
2657,98125,2019-03-31,44.0
2658,98125,2019-04-30,69.0
2659,98125,2019-05-31,87.0
2660,98125,2019-06-30,86.0
2661,98125,2019-07-31,83.0
2662,98125,2019-08-31,85.0
2663,98125,2019-09-30,92.0
2664,98125,2019-10-31,80.0
2665,98125,2019-11-30,65.0
2666,98125,2019-12-31,36.0
2667,98125,2020-01-31,22.0
2668,98125,2020-02-29,31.0
2669,98125,2020-03-31,42.0
2670,98125,2020-04-30,44.0
2671,98125,2020-05-31,49.0
2672,98125,2020-06-30,43.0
2673,98125,2020-07-31,58.0
2674,98125,2020-08-31,57.0
2675,98125,2020-09-30,58.0
2676,98125,2020-10-31,65.0
2677,98125,2020-11-30,54.0
2678,98125,2020-12-31,37.0
2679,98125,2021-01-31,26.0
2680,98125,2021-02-28,31.0
2681,98125,2021-03-31,28.0
2682,98125,2021-04-30,31.0
2683,98125,2021-05-31,33.0
2684,98125,2021-06-30,30.0
2685,98125,2021-07-31,39.0
2686,98125,2021-08-31,32.0
2687,98125,2021-09-30,37.0
2688,98125,2021-10-31,30.0
2689,98125,2021-11-30,22.0
2690,98125,2021-12-31,10.0
2691,98125,2022-01-31,15.0
2692,98125,2022-02-28,21.0
2693,98125,2022-03-31,22.0
2694,98125,2022-04-30,24.0
2695,98125,2022-05-31,26.0
2696,98125,2022-06-30,49.0
2697,98125,2022-07-31,58.0
2698,98125,2022-08-31,52.0
2699,98125,2022-09-30,57.0
2700,98125,2022-10-31,57.0
2701,98125,2022-11-30,53.0
2702,98125,2022-12-31,39.0
2787,98126,2018-01-31,16.0
2788,98126,2018-02-28,22.0
2789,98126,2018-03-31,30.0
2790,98126,2018-04-30,42.0
2791,98126,2018-05-31,53.0
2792,98126,2018-06-30,72.0
2793,98126,2018-07-31,80.0
2794,98126,2018-08-31,94.0
2795,98126,2018-09-30,117.0
2796,98126,2018-10-31,97.0
2797,98126,2018-11-30,89.0
2798,98126,2018-12-31,62.0
2799,98126,2019-01-31,55.0
2800,98126,2019-02-28,67.0
2801,98126,2019-03-31,72.0
2802,98126,2019-04-30,72.0
2803,98126,2019-05-31,67.0
2804,98126,2019-06-30,73.0
2805,98126,2019-07-31,76.0
2806,98126,2019-08-31,78.0
2807,98126,2019-09-30,80.0
2808,98126,2019-10-31,74.0
2809,98126,2019-11-30,54.0
2810,98126,2019-12-31,37.0
2811,98126,2020-01-31,30.0
2812,98126,2020-02-29,45.0
2813,98126,2020-03-31,44.0
2814,98126,2020-04-30,44.0
2815,98126,2020-05-31,57.0
2816,98126,2020-06-30,56.0
2817,98126,2020-07-31,77.0
2818,98126,2020-08-31,86.0
2819,98126,2020-09-30,80.0
2820,98126,2020-10-31,74.0
2821,98126,2020-11-30,52.0
2822,98126,2020-12-31,23.0
2823,98126,2021-01-31,29.0
2824,98126,2021-02-28,30.0
2825,98126,2021-03-31,40.0
2826,98126,2021-04-30,46.0
2827,98126,2021-05-31,42.0
2828,98126,2021-06-30,46.0
2829,98126,2021-07-31,41.0
2830,98126,2021-08-31,40.0
2831,98126,2021-09-30,44.0
2832,98126,2021-10-31,36.0
2833,98126,2021-11-30,12.0
2834,98126,2021-12-31,4.0
2835,98126,2022-01-31,7.0
2836,98126,2022-02-28,11.0
2837,98126,2022-03-31,13.0
2838,98126,2022-04-30,23.0
2839,98126,2022-05-31,24.0
2840,98126,2022-06-30,27.0
2841,98126,2022-07-31,44.0
2842,98126,2022-08-31,45.0
2843,98126,2022-09-30,50.0
2844,98126,2022-10-31,43.0
2845,98126,2022-11-30,35.0
2846,98126,2022-12-31,19.0
2931,98133,2018-01-31,29.0
2932,98133,2018-02-28,19.0
2933,98133,2018-03-31,31.0
2934,98133,2018-04-30,43.0
2935,98133,2018-05-31,55.0
2936,98133,2018-06-30,74.0
2937,98133,2018-07-31,103.0
2938,98133,2018-08-31,114.0
2939,98133,2018-09-30,139.0
2940,98133,2018-10-31,112.0
2941,98133,2018-11-30,94.0
2942,98133,2018-12-31,67.0
2943,98133,2019-01-31,62.0
2944,98133,2019-02-28,66.0
2945,98133,2019-03-31,82.0
2946,98133,2019-04-30,96.0
2947,98133,2019-05-31,101.0
2948,98133,2019-06-30,109.0
2949,98133,2019-07-31,115.0
2950,98133,2019-08-31,116.0
2951,98133,2019-09-30,114.0
2952,98133,2019-10-31,110.0
2953,98133,2019-11-30,73.0
2954,98133,2019-12-31,51.0
2955,98133,2020-01-31,32.0
2956,98133,2020-02-29,34.0
2957,98133,2020-03-31,61.0
2958,98133,2020-04-30,68.0
2959,98133,2020-05-31,73.0
2960,98133,2020-06-30,64.0
2961,98133,2020-07-31,66.0
2962,98133,2020-08-31,68.0
2963,98133,2020-09-30,79.0
2964,98133,2020-10-31,96.0
2965,98133,2020-11-30,62.0
2966,98133,2020-12-31,45.0
2967,98133,2021-01-31,44.0
2968,98133,2021-02-28,37.0
2969,98133,2021-03-31,32.0
2970,98133,2021-04-30,56.0
2971,98133,2021-05-31,53.0
2972,98133,2021-06-30,57.0
2973,98133,2021-07-31,85.0
2974,98133,2021-08-31,72.0
2975,98133,2021-09-30,75.0
2976,98133,2021-10-31,52.0
2977,98133,2021-11-30,30.0
2978,98133,2021-12-31,12.0
2979,98133,2022-01-31,14.0
2980,98133,2022-02-28,35.0
2981,98133,2022-03-31,41.0
2982,98133,2022-04-30,67.0
2983,98133,2022-05-31,78.0
2984,98133,2022-06-30,92.0
2985,98133,2022-07-31,87.0
2986,98133,2022-08-31,92.0
2987,98133,2022-09-30,117.0
2988,98133,2022-10-31,118.0
2989,98133,2022-11-30,92.0
2990,98133,2022-12-31,70.0
3075,98134,2018-01-31,
3076,98134,2018-02-28,
3077,98134,2018-03-31,
3078,98134,2018-04-30,1.0
3079,98134,2018-05-31,
3080,98134,2018-06-30,
3081,98134,2018-07-31,2.0
3082,98134,2018-08-31,1.0
3083,98134,2018-09-30,2.0
3084,98134,2018-10-31,2.0
3085,98134,2018-11-30,1.0
3086,98134,2018-12-31,
3087,98134,2019-01-31,1.0
3088,98134,2019-02-28,
3089,98134,2019-03-31,
3090,98134,2019-04-30,
3091,98134,2019-05-31,
3092,98134,2019-06-30,
3093,98134,2019-07-31,
3094,98134,2019-08-31,
3095,98134,2019-09-30,
3096,98134,2019-10-31,
3097,98134,2019-11-30,
3098,98134,2019-12-31,
3099,98134,2020-01-31,
3100,98134,2020-02-29,
3101,98134,2020-03-31,
3102,98134,2020-04-30,
3103,98134,2020-05-31,
3104,98134,2020-06-30,
3105,98134,2020-07-31,
3106,98134,2020-08-31,
3107,98134,2020-09-30,
3108,98134,2020-10-31,
3109,98134,2020-11-30,
3110,98134,2020-12-31,
3111,98134,2021-01-31,
3112,98134,2021-02-28,
3113,98134,2021-03-31,
3114,98134,2021-04-30,
3115,98134,2021-05-31,
3116,98134,2021-06-30,
3117,98134,2021-07-31,
3118,98134,2021-08-31,2.0
3119,98134,2021-09-30,1.0
3120,98134,2021-10-31,1.0
3121,98134,2021-11-30,
3122,98134,2021-12-31,1.0
3123,98134,2022-01-31,
3124,98134,2022-02-28,
3125,98134,2022-03-31,
3126,98134,2022-04-30,1.0
3127,98134,2022-05-31,1.0
3128,98134,2022-06-30,3.0
3129,98134,2022-07-31,3.0
3130,98134,2022-08-31,3.0
3131,98134,2022-09-30,
3132,98134,2022-10-31,
3133,98134,2022-11-30,
3134,98134,2022-12-31,
3217,98136,2018-01-31,8.0
3218,98136,2018-02-28,11.0
3219,98136,2018-03-31,14.0
3220,98136,2018-04-30,24.0
3221,98136,2018-05-31,27.0
3222,98136,2018-06-30,41.0
3223,98136,2018-07-31,48.0
3224,98136,2018-08-31,59.0
3225,98136,2018-09-30,65.0
3226,98136,2018-10-31,53.0
3227,98136,2018-11-30,32.0
3228,98136,2018-12-31,25.0
3229,98136,2019-01-31,26.0
3230,98136,2019-02-28,26.0
3231,98136,2019-03-31,30.0
3232,98136,2019-04-30,36.0
3233,98136,2019-05-31,44.0
3234,98136,2019-06-30,51.0
3235,98136,2019-07-31,41.0
3236,98136,2019-08-31,39.0
3237,98136,2019-09-30,46.0
3238,98136,2019-10-31,47.0
3239,98136,2019-11-30,34.0
3240,98136,2019-12-31,23.0
3241,98136,2020-01-31,26.0
3242,98136,2020-02-29,16.0
3243,98136,2020-03-31,21.0
3244,98136,2020-04-30,25.0
3245,98136,2020-05-31,42.0
3246,98136,2020-06-30,44.0
3247,98136,2020-07-31,39.0
3248,98136,2020-08-31,48.0
3249,98136,2020-09-30,51.0
3250,98136,2020-10-31,36.0
3251,98136,2020-11-30,32.0
3252,98136,2020-12-31,18.0
3253,98136,2021-01-31,20.0
3254,98136,2021-02-28,15.0
3255,98136,2021-03-31,21.0
3256,98136,2021-04-30,20.0
3257,98136,2021-05-31,14.0
3258,98136,2021-06-30,27.0
3259,98136,2021-07-31,32.0
3260,98136,2021-08-31,24.0
3261,98136,2021-09-30,19.0
3262,98136,2021-10-31,18.0
3263,98136,2021-11-30,9.0
3264,98136,2021-12-31,3.0
3265,98136,2022-01-31,8.0
3266,98136,2022-02-28,6.0
3267,98136,2022-03-31,8.0
3268,98136,2022-04-30,14.0
3269,98136,2022-05-31,15.0
3270,98136,2022-06-30,27.0
3271,98136,2022-07-31,38.0
3272,98136,2022-08-31,36.0
3273,98136,2022-09-30,43.0
3274,98136,2022-10-31,33.0
3275,98136,2022-11-30,26.0
3276,98136,2022-12-31,10.0
3361,98144,2018-01-31,21.0
3362,98144,2018-02-28,21.0
3363,98144,2018-03-31,27.0
3364,98144,2018-04-30,34.0
3365,98144,2018-05-31,41.0
3366,98144,2018-06-30,47.0
3367,98144,2018-07-31,52.0
3368,98144,2018-08-31,60.0
3369,98144,2018-09-30,90.0
3370,98144,2018-10-31,87.0
3371,98144,2018-11-30,79.0
3372,98144,2018-12-31,61.0
3373,98144,2019-01-31,66.0
3374,98144,2019-02-28,68.0
3375,98144,2019-03-31,60.0
3376,98144,2019-04-30,68.0
3377,98144,2019-05-31,86.0
3378,98144,2019-06-30,89.0
3379,98144,2019-07-31,99.0
3380,98144,2019-08-31,89.0
3381,98144,2019-09-30,85.0
3382,98144,2019-10-31,86.0
3383,98144,2019-11-30,64.0
3384,98144,2019-12-31,48.0
3385,98144,2020-01-31,32.0
3386,98144,2020-02-29,43.0
3387,98144,2020-03-31,53.0
3388,98144,2020-04-30,58.0
3389,98144,2020-05-31,66.0
3390,98144,2020-06-30,66.0
3391,98144,2020-07-31,63.0
3392,98144,2020-08-31,94.0
3393,98144,2020-09-30,94.0
3394,98144,2020-10-31,79.0
3395,98144,2020-11-30,67.0
3396,98144,2020-12-31,59.0
3397,98144,2021-01-31,57.0
3398,98144,2021-02-28,54.0
3399,98144,2021-03-31,52.0
3400,98144,2021-04-30,52.0
3401,98144,2021-05-31,44.0
3402,98144,2021-06-30,52.0
3403,98144,2021-07-31,49.0
3404,98144,2021-08-31,47.0
3405,98144,2021-09-30,58.0
3406,98144,2021-10-31,56.0
3407,98144,2021-11-30,43.0
3408,98144,2021-12-31,27.0
3409,98144,2022-01-31,34.0
3410,98144,2022-02-28,28.0
3411,98144,2022-03-31,37.0
3412,98144,2022-04-30,54.0
3413,98144,2022-05-31,60.0
3414,98144,2022-06-30,85.0
3415,98144,2022-07-31,90.0
3416,98144,2022-08-31,92.0
3417,98144,2022-09-30,96.0
3418,98144,2022-10-31,82.0
3419,98144,2022-11-30,62.0
3420,98144,2022-12-31,51.0
3505,98146,2018-01-31,22.0
3506,98146,2018-02-28,19.0
3507,98146,2018-03-31,21.0
3508,98146,2018-04-30,32.0
3509,98146,2018-05-31,37.0
3510,98146,2018-06-30,47.0
3511,98146,2018-07-31,49.0
3512,98146,2018-08-31,54.0
3513,98146,2018-09-30,67.0
3514,98146,2018-10-31,66.0
3515,98146,2018-11-30,58.0
3516,98146,2018-12-31,45.0
3517,98146,2019-01-31,42.0
3518,98146,2019-02-28,40.0
3519,98146,2019-03-31,48.0
3520,98146,2019-04-30,52.0
3521,98146,2019-05-31,56.0
3522,98146,2019-06-30,60.0
3523,98146,2019-07-31,57.0
3524,98146,2019-08-31,59.0
3525,98146,2019-09-30,58.0
3526,98146,2019-10-31,46.0
3527,98146,2019-11-30,39.0
3528,98146,2019-12-31,36.0
3529,98146,2020-01-31,23.0
3530,98146,2020-02-29,23.0
3531,98146,2020-03-31,30.0
3532,98146,2020-04-30,41.0
3533,98146,2020-05-31,41.0
3534,98146,2020-06-30,45.0
3535,98146,2020-07-31,46.0
3536,98146,2020-08-31,39.0
3537,98146,2020-09-30,45.0
3538,98146,2020-10-31,48.0
3539,98146,2020-11-30,32.0
3540,98146,2020-12-31,25.0
3541,98146,2021-01-31,20.0
3542,98146,2021-02-28,13.0
3543,98146,2021-03-31,14.0
3544,98146,2021-04-30,17.0
3545,98146,2021-05-31,26.0
3546,98146,2021-06-30,29.0
3547,98146,2021-07-31,31.0
3548,98146,2021-08-31,18.0
3549,98146,2021-09-30,25.0
3550,98146,2021-10-31,22.0
3551,98146,2021-11-30,15.0
3552,98146,2021-12-31,13.0
3553,98146,2022-01-31,8.0
3554,98146,2022-02-28,14.0
3555,98146,2022-03-31,16.0
3556,98146,2022-04-30,27.0
3557,98146,2022-05-31,25.0
3558,98146,2022-06-30,40.0
3559,98146,2022-07-31,36.0
3560,98146,2022-08-31,41.0
3561,98146,2022-09-30,58.0
3562,98146,2022-10-31,43.0
3563,98146,2022-11-30,30.0
3564,98146,2022-12-31,27.0
3649,98175,2018-01-31,
3650,98175,2018-02-28,
3651,98175,2018-03-31,
3652,98175,2018-04-30,
3653,98175,2018-05-31,
3654,98175,2018-06-30,1.0
3655,98175,2018-07-31,
3656,98175,2018-08-31,
3657,98175,2018-09-30,1.0
3658,98175,2018-10-31,
3659,98175,2018-11-30,
3660,98175,2018-12-31,
3661,98175,2019-01-31,1.0
3662,98175,2019-02-28,
3663,98175,2019-03-31,
3664,98175,2019-04-30,
3665,98175,2019-05-31,
3666,98175,2019-06-30,
3667,98175,2019-07-31,
3668,98175,2019-08-31,
3669,98175,2019-09-30,
3670,98175,2019-10-31,
3671,98175,2019-11-30,
3672,98175,2019-12-31,
3673,98175,2020-01-31,
3674,98175,2020-02-29,
3675,98175,2020-03-31,
3676,98175,2020-04-30,
3677,98175,2020-05-31,
3678,98175,2020-06-30,
3679,98175,2020-07-31,
3680,98175,2020-08-31,
3681,98175,2020-09-30,
3682,98175,2020-10-31,
3683,98175,2020-11-30,
3684,98175,2020-12-31,
3685,98175,2021-01-31,
3686,98175,2021-02-28,
3687,98175,2021-03-31,
3688,98175,2021-04-30,
3689,98175,2021-05-31,
3690,98175,2021-06-30,
3691,98175,2021-07-31,
3692,98175,2021-08-31,
3693,98175,2021-09-30,
3694,98175,2021-10-31,1.0
3695,98175,2021-11-30,
3696,98175,2021-12-31,
3697,98175,2022-01-31,
3698,98175,2022-02-28,
3699,98175,2022-03-31,
3700,98175,2022-04-30,
3701,98175,2022-05-31,
3702,98175,2022-06-30,
3703,98175,2022-07-31,
3704,98175,2022-08-31,
3705,98175,2022-09-30,
3706,98175,2022-10-31,
3707,98175,2022-11-30,
3708,98175,2022-12-31,
3792,98177,2018-01-31,8.0
3793,98177,2018-02-28,15.0
3794,98177,2018-03-31,19.0
3795,98177,2018-04-30,22.0
3796,98177,2018-05-31,31.0
3797,98177,2018-06-30,36.0
3798,98177,2018-07-31,38.0
3799,98177,2018-08-31,56.0
3800,98177,2018-09-30,68.0
3801,98177,2018-10-31,57.0
3802,98177,2018-11-30,39.0
3803,98177,2018-12-31,34.0
3804,98177,2019-01-31,34.0
3805,98177,2019-02-28,40.0
3806,98177,2019-03-31,42.0
3807,98177,2019-04-30,54.0
3808,98177,2019-05-31,72.0
3809,98177,2019-06-30,69.0
3810,98177,2019-07-31,64.0
3811,98177,2019-08-31,54.0
3812,98177,2019-09-30,51.0
3813,98177,2019-10-31,51.0
3814,98177,2019-11-30,32.0
3815,98177,2019-12-31,21.0
3816,98177,2020-01-31,8.0
3817,98177,2020-02-29,10.0
3818,98177,2020-03-31,26.0
3819,98177,2020-04-30,25.0
3820,98177,2020-05-31,23.0
3821,98177,2020-06-30,26.0
3822,98177,2020-07-31,31.0
3823,98177,2020-08-31,26.0
3824,98177,2020-09-30,30.0
3825,98177,2020-10-31,22.0
3826,98177,2020-11-30,13.0
3827,98177,2020-12-31,10.0
3828,98177,2021-01-31,5.0
3829,98177,2021-02-28,8.0
3830,98177,2021-03-31,9.0
3831,98177,2021-04-30,15.0
3832,98177,2021-05-31,12.0
3833,98177,2021-06-30,14.0
3834,98177,2021-07-31,24.0
3835,98177,2021-08-31,19.0
3836,98177,2021-09-30,23.0
3837,98177,2021-10-31,19.0
3838,98177,2021-11-30,7.0
3839,98177,2021-12-31,
3840,98177,2022-01-31,1.0
3841,98177,2022-02-28,3.0
3842,98177,2022-03-31,8.0
3843,98177,2022-04-30,15.0
3844,98177,2022-05-31,18.0
3845,98177,2022-06-30,33.0
3846,98177,2022-07-31,29.0
3847,98177,2022-08-31,25.0
3848,98177,2022-09-30,36.0
3849,98177,2022-10-31,35.0
3850,98177,2022-11-30,29.0
3851,98177,2022-12-31,22.0
3936,98178,2018-01-31,33.0
3937,98178,2018-02-28,30.0
3938,98178,2018-03-31,40.0
3939,98178,2018-04-30,42.0
3940,98178,2018-05-31,50.0
3941,98178,2018-06-30,76.0
3942,98178,2018-07-31,72.0
3943,98178,2018-08-31,74.0
3944,98178,2018-09-30,87.0
3945,98178,2018-10-31,85.0
3946,98178,2018-11-30,78.0
3947,98178,2018-12-31,44.0
3948,98178,2019-01-31,28.0
3949,98178,2019-02-28,39.0
3950,98178,2019-03-31,39.0
3951,98178,2019-04-30,58.0
3952,98178,2019-05-31,72.0
3953,98178,2019-06-30,70.0
3954,98178,2019-07-31,68.0
3955,98178,2019-08-31,59.0
3956,98178,2019-09-30,72.0
3957,98178,2019-10-31,60.0
3958,98178,2019-11-30,58.0
3959,98178,2019-12-31,36.0
3960,98178,2020-01-31,31.0
3961,98178,2020-02-29,33.0
3962,98178,2020-03-31,51.0
3963,98178,2020-04-30,50.0
3964,98178,2020-05-31,33.0
3965,98178,2020-06-30,33.0
3966,98178,2020-07-31,33.0
3967,98178,2020-08-31,31.0
3968,98178,2020-09-30,35.0
3969,98178,2020-10-31,32.0
3970,98178,2020-11-30,18.0
3971,98178,2020-12-31,18.0
3972,98178,2021-01-31,9.0
3973,98178,2021-02-28,12.0
3974,98178,2021-03-31,11.0
3975,98178,2021-04-30,21.0
3976,98178,2021-05-31,26.0
3977,98178,2021-06-30,29.0
3978,98178,2021-07-31,27.0
3979,98178,2021-08-31,29.0
3980,98178,2021-09-30,27.0
3981,98178,2021-10-31,25.0
3982,98178,2021-11-30,13.0
3983,98178,2021-12-31,12.0
3984,98178,2022-01-31,13.0
3985,98178,2022-02-28,5.0
3986,98178,2022-03-31,17.0
3987,98178,2022-04-30,20.0
3988,98178,2022-05-31,22.0
3989,98178,2022-06-30,39.0
3990,98178,2022-07-31,43.0
3991,98178,2022-08-31,39.0
3992,98178,2022-09-30,46.0
3993,98178,2022-10-31,36.0
3994,98178,2022-11-30,34.0
3995,98178,2022-12-31,24.0
4020,98185,2018-01-31,
4021,98185,2018-02-28,
4022,98185,2018-03-31,
4023,98185,2018-04-30,
4024,98185,2018-05-31,
4025,98185,2018-06-30,
4026,98185,2018-07-31,
4027,98185,2018-08-31,
4028,98185,2018-09-30,
4029,98185,2018-10-31,
4030,98185,2018-11-30,
4031,98185,2018-12-31,
4032,98185,2019-01-31,
4033,98185,2019-02-28,
4034,98185,2019-03-31,
4035,98185,2019-04-30,
4036,98185,2019-05-31,
4037,98185,2019-06-30,
4038,98185,2019-07-31,
4039,98185,2019-08-31,
